,total_long,total_short,net_short,total_oi,net_short_ratio,concentration_top5_short,concentration_top5_long,date,symbol,signal_level
1325,70254,76623,6369,146877,4.34,142.68,141.65,2020-09-21,IC2010,多头占优
1326,74464,80818,6354,155282,4.09,141.1,140.53,2020-09-22,IC2010,多头占优
1327,69538,75336,5798,144874,4.0,141.05,141.84,2020-09-23,IC2010,多头占优
1328,75634,83181,7547,158815,4.75,140.6,140.19,2020-09-24,IC2010,多头占优
1329,71174,77597,6423,148771,4.32,141.18,142.11,2020-09-25,IC2010,多头占优
1330,68686,76534,7848,145220,5.4,142.88,141.22,2020-09-28,IC2010,多头占优
1331,68862,74417,5555,143279,3.88,142.5,142.08,2020-09-29,IC2010,多头占优
1332,63094,68063,4969,131157,3.79,144.39,142.21,2020-09-30,IC2010,多头占优
1333,59125,62326,3201,121451,2.64,142.41,142.06,2020-10-09,IC2010,多头占优
1334,52947,56195,3248,109142,2.98,144.4,144.78,2020-10-12,IC2010,多头占优
1335,43909,47859,3950,91768,4.3,142.65,138.64,2020-10-13,IC2010,多头占优
1336,35131,37688,2557,72819,3.51,142.7,138.76,2020-10-14,IC2010,多头占优
1337,17568,18560,992,36128,2.75,147.56,139.37,2020-10-15,IC2010,多头占优
1338,58438,64619,6181,123057,5.02,141.66,139.96,2020-10-16,IC2011,多头占优
1339,63223,69375,6152,132598,4.64,144.67,139.96,2020-10-19,IC2011,多头占优
1340,60361,67028,6667,127389,5.23,144.43,141.71,2020-10-20,IC2011,多头占优
1341,62121,69327,7206,131448,5.48,142.68,138.72,2020-10-21,IC2011,多头占优
1342,62290,69427,7137,131717,5.42,142.88,141.13,2020-10-22,IC2011,多头占优
1343,63981,71365,7384,135346,5.46,142.88,139.22,2020-10-23,IC2011,多头占优
1344,67979,75062,7083,143041,4.95,141.55,141.28,2020-10-26,IC2011,多头占优
1345,61372,68653,7281,130025,5.6,141.85,139.87,2020-10-27,IC2011,多头占优
1346,65051,72223,7172,137274,5.22,141.44,140.28,2020-10-28,IC2011,多头占优
1347,61717,67992,6275,129709,4.84,142.77,140.96,2020-10-29,IC2011,多头占优
1348,64341,71084,6743,135425,4.98,143.38,139.58,2020-10-30,IC2011,多头占优
1349,61953,67169,5216,129122,4.04,140.88,140.66,2020-11-02,IC2011,多头占优
1350,60770,63718,2948,124488,2.37,139.66,141.46,2020-11-03,IC2011,多头占优
1351,62766,67965,5199,130731,3.98,144.09,139.71,2020-11-04,IC2011,多头占优
1352,58926,61575,2649,120501,2.2,138.9,138.03,2020-11-05,IC2011,多头占优
1353,57468,61858,4390,119326,3.68,140.79,136.82,2020-11-06,IC2011,多头占优
1354,56677,59930,3253,116607,2.79,141.23,138.47,2020-11-09,IC2011,多头占优
1355,53995,56858,2863,110853,2.58,142.38,137.13,2020-11-10,IC2011,多头占优
1356,47976,50952,2976,98928,3.01,141.57,137.94,2020-11-11,IC2011,多头占优
1357,48444,51349,2905,99793,2.91,141.65,136.93,2020-11-12,IC2011,多头占优
1358,53532,56718,3186,110250,2.89,144.8,139.71,2020-11-13,IC2011,多头占优
1359,45070,45198,128,90268,0.14,143.32,140.37,2020-11-16,IC2011,多头占优
1360,40564,42269,1705,82833,2.06,147.42,138.66,2020-11-17,IC2011,多头占优
1361,30569,30842,273,61411,0.44,147.63,139.24,2020-11-18,IC2011,多头占优
1362,84683,94587,9904,179270,5.52,147.69,146.26,2020-11-19,IC2012,多头占优
1363,90977,100400,9423,191377,4.92,144.76,145.11,2020-11-20,IC2012,多头占优
1364,93093,102135,9042,195228,4.63,146.04,145.04,2020-11-23,IC2012,多头占优
